GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)												
542103	Q8TDV5	NTSPXVZEZFOKGE-UHFFFAOYSA-N	EC50	299	299	nM	",None"												
542104	Q8TDV5	NTTDAHBIGZYCNS-LRDDRELGSA-N	EC50	116	116	nM	None												
542128	Q8TDV5	NUONAOOVTSKTEK-UHFFFAOYSA-N	EC50	149	149	nM	",None"												
542131	Q8TDV5	NUUOPZZSQNUOMC-ADUPEVMXSA-N	EC50	235	235	nM	",None"												
542134	Q8TDV5	NVCINLIIQNEFGJ-UHFFFAOYSA-N	EC50	68	68	nM	",None"												
542160	Q8TDV5	NWJFDTDOZACUOB-UHFFFAOYSA-N	EC50	1768	1768	nM	",None"												
542173	Q8TDV5	NWWLXYYZSGXACH-UHFFFAOYSA-N	EC50	99	99	nM	",None"												
542177	Q8TDV5	NXCSJRUNULLJQO-UHFFFAOYSA-N	EC50	306	306	nM	",None"												
542181	Q8TDV5	NXKCROLIQICHFF-UHFFFAOYSA-N	EC50	33	33	nM	",None"												
542224	Q8TDV5	NZLNXDFVVASMPK-UHFFFAOYSA-N	EC50	120	120	nM	",None"												
542243	Q8TDV5	OAFGQUBRBHVDOG-FZMZJTMJSA-N	EC50	173	173	nM	None												
542315	Q8TDV5	ODOXUJACXXJMEW-JSGCOSHPSA-N	EC50	110	110	nM	None												
542348	Q8TDV5	OFJWCCXIDFTYKC-UHFFFAOYSA-N	EC50	3997	3997	nM	",None"												
542360	Q8TDV5	OFVVERXDYJEPNE-UHFFFAOYSA-N	EC50	1814	1814	nM	",None"												
542378	Q8TDV5	OGSZKUMDYPXDNV-UHFFFAOYSA-N	EC50	987	987	nM	",None"												
542437	Q8TDV5	OKFOFDWFSSCBIO-UHFFFAOYSA-N	EC50	1075	1075	nM	",None"												
542505	Q8TDV5	ONMHFWXBCYQUHR-UHFFFAOYSA-N	EC50	346	346	nM	",None"												
542565	Q8TDV5	OQOURUHLVDJRGF-UHFFFAOYSA-N	EC50	15	15	nM	",None"												
542582	Q8TDV5	OSCUCLDKLLSRCG-UHFFFAOYSA-N	EC50	116	116	nM	",None"												
542589	Q8TDV5	OSJGXZRTPSXGAF-UHFFFAOYSA-N	EC50	34	34	nM	",None"												
542638	Q8TDV5	OUVQWTPCJFGWEH-UHFFFAOYSA-N	EC50	1571	1571	nM	",None"												
542726	Q8TDV5	OZRZNPPSBGSEBC-UHFFFAOYSA-N	EC50	260	260	nM	",None"												
542751	Q8TDV5	PBEHGIOEQIXQRX-UHFFFAOYSA-N	EC50	81	81	nM	",None"												
542818	Q8TDV5	PFMXZMKDCNUEAO-UHFFFAOYSA-N	EC50	204	204	nM	",None"												
542880	Q8TDV5	PHYXSYYYONKSOD-UHFFFAOYSA-N	EC50	621	621	nM	",None"												
542897	Q8TDV5	PJQODDGIBPAFTM-UHFFFAOYSA-N	EC50	111	111	nM	",None"												
542901	Q8TDV5	PJTMYKZNUXCNJS-UHFFFAOYSA-N	EC50	338	338	nM	",None"												
542981	Q8TDV5	PMFDTWMHVRTEMZ-UHFFFAOYSA-N	EC50	1580	1580	nM	",None"												
543086	Q8TDV5	PQNYFTDDIUVFBF-UHFFFAOYSA-N	EC50	650	650	nM	",None"												
543102	Q8TDV5	PRARBWHVMNLUNN-SWLSCSKDSA-N	EC50	8851	8851	nM	",None"												
543103	Q8TDV5	PRARBWHVMNLUNN-WFASDCNBSA-N	EC50	79	79	nM	None												
543103	Q8TDV5	PRARBWHVMNLUNN-WFASDCNBSA-N	EC50	209	209	nM	",None"												
543222	Q8TDV5	PTLUFJWWMHMZBW-UHFFFAOYSA-N	EC50	3911	3911	nM	",None"												
543281	Q8TDV5	PWTIRSBTFWRPFI-UHFFFAOYSA-N	EC50	256	256	nM	",None"												
543286	Q8TDV5	PWZAQWSLHMZJKU-UHFFFAOYSA-N	EC50	76	76	nM	",None"												
543302	Q8TDV5	PYNSEOVAOBZFNF-UHFFFAOYSA-N	EC50	145	145	nM	",None"												
543317	Q8TDV5	PZLOAEHOORDZAA-UHFFFAOYSA-N	EC50	62	62	nM	",None"												
543318	Q8TDV5	PZLWHKZNPDOYFI-UHFFFAOYSA-N	EC50	311	311	nM	",None"												
543326	Q8TDV5	PZYIZDPCRLBYGD-GBXCKJPGSA-N	EC50	1035	1035	nM	",None"												
543327	Q8TDV5	PZYIZDPCRLBYGD-RDPSFJRHSA-N	EC50	53	53	nM	",None"												
543366	Q8TDV5	QBPKLOLATQXTFO-UHFFFAOYSA-N	EC50	96	96	nM	",None"												
543394	Q8TDV5	QCNYNVUZTMXRQM-UHFFFAOYSA-N	EC50	293	293	nM	",None"												
543466	Q8TDV5	QFYNCQGHHWWLEB-UHFFFAOYSA-N	EC50	246	246	nM	",None"												
543493	Q8TDV5	QGXOGLKXZUWTGH-UHFFFAOYSA-N	EC50	395	395	nM	",None"												
543512	Q8TDV5	QIDKNGALXYOAKT-UHFFFAOYSA-N	EC50	114	114	nM	",None"												
543517	Q8TDV5	QIKGRSSAQQTSQT-UHFFFAOYSA-N	EC50	58	58	nM	",None"												
543521	Q8TDV5	QIWSMYKDFLKROW-RDPSFJRHSA-N	EC50	755	755	nM	",None"												
543556	Q8TDV5	QKGMWKSZGSDLOM-UHFFFAOYSA-N	EC50	122	122	nM	",None"												
543557	Q8TDV5	QKHMBCHLGOQXHR-UHFFFAOYSA-N	EC50	170	170	nM	",None"												
543638	Q8TDV5	QPEZBMKERWKQEU-UHFFFAOYSA-N	EC50	2031	2031	nM	",None"												
543652	Q8TDV5	QPRJGLGVNXCISE-UHFFFAOYSA-N	EC50	1014	1014	nM	",None"												
543655	Q8TDV5	QPSYBNBEPPZVTG-UHFFFAOYSA-N	EC50	324	324	nM	",None"												
543728	Q8TDV5	QTIVBEBFRTZVDF-UHFFFAOYSA-N	EC50	88	88	nM	",None"												
543776	Q8TDV5	QVCTYOCVGJUVJQ-UHFFFAOYSA-N	EC50	497	497	nM	",None"												
543850	Q8TDV5	RAHMXBXOVHEVNO-UHFFFAOYSA-N	EC50	148	148	nM	",None"												
543915	Q8TDV5	RDRKKVPBQYFGSU-AWEZNQCLSA-N	EC50	41	41	nM	None												
543915	Q8TDV5	RDRKKVPBQYFGSU-AWEZNQCLSA-N	EC50	615	615	nM	",None"												
543916	Q8TDV5	RDRKKVPBQYFGSU-UHFFFAOYSA-N	EC50	61	61	nM	",None"												
543920	Q8TDV5	REDWFRCTBAUZEY-UHFFFAOYSA-N	EC50	1075	1075	nM	",None"												
543980	Q8TDV5	RGRAJQKHRAWHSH-UHFFFAOYSA-N	EC50	214	214	nM	",None"												
543999	Q8TDV5	RHKWHLDRQMFYPC-UHFFFAOYSA-N	EC50	875	875	nM	",None"												
544068	Q8TDV5	RMFWPFHJDLPTSH-UHFFFAOYSA-N	EC50	701	701	nM	",None"												
544102	Q8TDV5	ROHPWUYZYGMUEV-UHFFFAOYSA-N	EC50	240	240	nM	",None"												
544143	Q8TDV5	RPNZGKGSCMRQQB-UHFFFAOYSA-N	EC50	94	94	nM	",None"												
544204	Q8TDV5	RSNLSIBUCCXWJO-KXXXGBTESA-N	EC50	552	552	nM	",None"												
544220	Q8TDV5	RTMJDUHPXMGRQT-UHFFFAOYSA-N	EC50	460	460	nM	",None"												
544236	Q8TDV5	RUFINHDSFASABG-UHFFFAOYSA-N	EC50	75	75	nM	",None"												
544239	Q8TDV5	RUKMTRNCJAWVKD-UHFFFAOYSA-N	EC50	52	52	nM	",None"												
544278	Q8TDV5	RVVJKIBRRVJUEA-UHFFFAOYSA-N	EC50	426	426	nM	",None"												
544303	Q8TDV5	RXVUEOXZINRYSZ-UHFFFAOYSA-N	EC50	141	141	nM	",None"												
544322	Q8TDV5	RZFBQWBFPTUWJO-UHFFFAOYSA-N	EC50	9388	9388	nM	",None"												
544335	Q8TDV5	SAAYUTKLONOBAP-UHFFFAOYSA-N	EC50	27	27	nM	",None"												
544340	Q8TDV5	SAILQDKKQDHSMU-UHFFFAOYSA-N	EC50	927	927	nM	",None"												
544419	Q8TDV5	SESDLRSMCXMCKI-RWMBFGLXSA-N	EC50	1627	1627	nM	None												
544419	Q8TDV5	SESDLRSMCXMCKI-RWMBFGLXSA-N	EC50	7705	7705	nM	",None"												
544420	Q8TDV5	SESDLRSMCXMCKI-UHFFFAOYSA-N	EC50	814	814	nM	",None"												
544421	Q8TDV5	SESDLRSMCXMCKI-XQQFMLRXSA-N	EC50	300	300	nM	",None"												
544421	Q8TDV5	SESDLRSMCXMCKI-XQQFMLRXSA-N	EC50	4158	4158	nM	None												
544494	Q8TDV5	SJKJERDSUJUKME-UHFFFAOYSA-N	EC50	229	229	nM	",None"												
544554	Q8TDV5	SMGVAGZBYCNKFH-UHFFFAOYSA-N	EC50	1032	1032	nM	",None"												
544643	Q8TDV5	SRMDLRSQDHGXSX-UHFFFAOYSA-N	EC50	1093	1093	nM	",None"												
544653	Q8TDV5	SRRSFWXCOGKSSY-UHFFFAOYSA-N	EC50	332	332	nM	",None"												
544677	Q8TDV5	SSQWCUUBCDTLAY-UHFFFAOYSA-N	EC50	24	24	nM	",None"												
544685	Q8TDV5	STMYCYYYAQCUCR-UHFFFAOYSA-N	EC50	317	317	nM	",None"												
544885	Q8TDV5	TWYSIUSXCSWBRV-PKOBYXMFSA-N	EC50	42	42	nM	None												
544885	Q8TDV5	TWYSIUSXCSWBRV-PKOBYXMFSA-N	EC50	1023	1023	nM	",None"												
544894	Q8TDV5	TXPKPKQJLJKOBB-UHFFFAOYSA-N	EC50	394	394	nM	",None"												
544919	Q8TDV5	TZFVSGPYEQJXKV-PKHIMPSTSA-N	EC50	1649	1649	nM	None												
544919	Q8TDV5	TZFVSGPYEQJXKV-PKHIMPSTSA-N	EC50	2953	2953	nM	",None"												
544944	Q8TDV5	UAPPGMVOLONZLJ-UHFFFAOYSA-N	EC50	567	567	nM	",None"												
544969	Q8TDV5	UBYDBPHQBYCVFO-UHFFFAOYSA-N	EC50	539	539	nM	",None"												
544978	Q8TDV5	UCHVMSBHKCSXGW-UHFFFAOYSA-N	EC50	69	69	nM	",None"												
544989	Q8TDV5	UCVMZHICTSFMRG-UHFFFAOYSA-N	EC50	124	124	nM	",None"												
545030	Q8TDV5	UEMXBBIEHRYMTE-UHFFFAOYSA-N	EC50	1557	1557	nM	",None"												
545109	Q8TDV5	UJOZVMAGDNOBJF-UHFFFAOYSA-N	EC50	49	49	nM	",None"												
545141	Q8TDV5	ULDHGGFVDCCJFT-UHFFFAOYSA-N	EC50	100	100	nM	",None"												
545152	Q8TDV5	UMFQZRZMBHNIPQ-WFASDCNBSA-N	EC50	127	127	nM	None												
545153	Q8TDV5	UMJCMKGKDSYCEC-UHFFFAOYSA-N	EC50	222	222	nM	",None"												
545216	Q8TDV5	UOQARLCNIXBRFD-UHFFFAOYSA-N	EC50	275	275	nM	",None"												
545267	Q8TDV5	UROKLYHNUGWRIC-UHFFFAOYSA-N	EC50	143	143	nM	",None"												
545332	Q8TDV5	UUDBALLSTXOORY-UHFFFAOYSA-N	EC50	9	9	nM	",None"												
545362	Q8TDV5	UVYLSNWVYKMAQJ-UHFFFAOYSA-N	EC50	240	240	nM	",None"												
545363	Q8TDV5	UWAOROOKNGCCRI-UHFFFAOYSA-N	EC50	1600	1600	nM	",None"												
545368	Q8TDV5	UWKMJXHNYGQKCD-UHFFFAOYSA-N	EC50	4463	4463	nM	",None"												
545404	Q8TDV5	UYOASFLFWGQDMV-UHFFFAOYSA-N	EC50	296	296	nM	",None"												
545438	Q8TDV5	UZUZMMPWZNVNSQ-UHFFFAOYSA-N	EC50	120	120	nM	",None"												
545444	Q8TDV5	VANHQVSQZMBUJF-UHFFFAOYSA-N	EC50	237	237	nM	",None"												
545447	Q8TDV5	VAULHWNEMXLJDR-UHFFFAOYSA-N	EC50	342	342	nM	",None"												
545470	Q8TDV5	VCBYUKVMSAXONA-UHFFFAOYSA-N	EC50	233	233	nM	",None"												
545493	Q8TDV5	VDBQIVAUJHRPPW-UHFFFAOYSA-N	EC50	153	153	nM	",None"												
545527	Q8TDV5	VEEGDSOLGRZCBM-UHFFFAOYSA-N	EC50	51	51	nM	",None"												
545559	Q8TDV5	VGLUISCAJXKZFS-UHFFFAOYSA-N	EC50	1899	1899	nM	",None"												
545633	Q8TDV5	VLLFABCLPUVJJY-UHFFFAOYSA-N	EC50	44	44	nM	",None"												
545713	Q8TDV5	VPSXLRVUNJNVDJ-UHFFFAOYSA-N	EC50	659	659	nM	",None"												
545715	Q8TDV5	VPUOUUJPQZSTEC-UHFFFAOYSA-N	EC50	161	161	nM	",None"												
545732	Q8TDV5	VRMGOIKUQIUNGI-UHFFFAOYSA-N	EC50	763	763	nM	",None"												
545744	Q8TDV5	VSGYXXGOWMDDLM-UHFFFAOYSA-N	EC50	31	31	nM	",None"												
545779	Q8TDV5	VUMHLSDGAKCABJ-UHFFFAOYSA-N	EC50	134	134	nM	",None"												
545813	Q8TDV5	VWADGCHLXPIJKV-UHFFFAOYSA-N	EC50	137	137	nM	",None"												
545860	Q8TDV5	VYDHPVKFYGVIDU-UHFFFAOYSA-N	EC50	21	21	nM	",None"												
545876	Q8TDV5	VYTLLZPFHUMCAY-UHFFFAOYSA-N	EC50	8716	8716	nM	",None"												
545891	Q8TDV5	WAASEPTWAUSUFZ-UHFFFAOYSA-N	EC50	205	205	nM	",None"												
545916	Q8TDV5	WBCAIIKLMKSVCD-UHFFFAOYSA-N	EC50	807	807	nM	",None"												
545945	Q8TDV5	WCDXCFCYJJGZMM-UHFFFAOYSA-N	EC50	102	102	nM	",None"												
545946	Q8TDV5	WCDYDAIMHCGQIB-UHFFFAOYSA-N	EC50	884	884	nM	",None"												
545960	Q8TDV5	WDBZIQKBOOBCHE-UHFFFAOYSA-N	EC50	1208	1208	nM	",None"												
546005	Q8TDV5	WFBGCFPIXPMWJP-UHFFFAOYSA-N	EC50	203	203	nM	",None"												
546016	Q8TDV5	WFMKMTAILLRWFK-UHFFFAOYSA-N	EC50	2016	2016	nM	",None"												
546033	Q8TDV5	WGJLXGXGGFKISP-UHFFFAOYSA-N	EC50	365	365	nM	",None"												
546108	Q8TDV5	WJSCBPAEYHGHEM-UHFFFAOYSA-N	EC50	1172	1172	nM	",None"												
546208	Q8TDV5	WPGPJUDWURQPFQ-UHFFFAOYSA-N	EC50	108	108	nM	",None"												
546218	Q8TDV5	WPVDHZRAWPFQTO-UHFFFAOYSA-N	EC50	590	590	nM	",None"												
546327	Q8TDV5	WUSKPHZEHZVLQV-UHFFFAOYSA-N	EC50	19	19	nM	",None"												
546377	Q8TDV5	WXISPCUIRIOIFF-UHFFFAOYSA-N	EC50	115	115	nM	",None"												
546400	Q8TDV5	WYPCVXFHQHYJSY-UHFFFAOYSA-N	EC50	1088	1088	nM	",None"												
546437	Q8TDV5	XBOVDQOTNPNLDE-UHFFFAOYSA-N	EC50	225	225	nM	",None"												
546447	Q8TDV5	XCGNFSDHNRJTFD-UHFFFAOYSA-N	EC50	8	8	nM	",None"												
546483	Q8TDV5	XEUDMZWUNJKJFY-UHFFFAOYSA-N	EC50	3033	3033	nM	",None"												
546489	Q8TDV5	XFNUQKCSQIPXRS-GUYCJALGSA-N	EC50	92	92	nM	",None"												
546493	Q8TDV5	XFSARQRQDASLQS-UHFFFAOYSA-N	EC50	6773	6773	nM	",None"												
546505	Q8TDV5	XGJJVBLVZGMGHC-UHFFFAOYSA-N	EC50	41	41	nM	",None"												
546511	Q8TDV5	XHAMGIMAFCVDRW-UHFFFAOYSA-N	EC50	32	32	nM	",None"												
546576	Q8TDV5	XJJOCZOJQVUJCP-UHFFFAOYSA-N	EC50	157	157	nM	",None"												
546630	Q8TDV5	XMLJYZYUTSLLKH-UHFFFAOYSA-N	EC50	1306	1306	nM	",None"												
546666	Q8TDV5	XNOMDPLPGJNDBQ-NSHDSACASA-N	EC50	82	82	nM	None												
546666	Q8TDV5	XNOMDPLPGJNDBQ-NSHDSACASA-N	EC50	660	660	nM	",None"												
546667	Q8TDV5	XNOMDPLPGJNDBQ-UHFFFAOYSA-N	EC50	189	189	nM	",None"												
546679	Q8TDV5	XOIGRTYQLAGKFC-UHFFFAOYSA-N	EC50	45	45	nM	",None"												
546688	Q8TDV5	XPCMOZBTVZYVAM-UHFFFAOYSA-N	EC50	333	333	nM	",None"												
546690	Q8TDV5	XPFIHEYEZIDOCJ-UHFFFAOYSA-N	EC50	442	442	nM	",None"												
546729	Q8TDV5	XRLAZSGKPFLWOU-UHFFFAOYSA-N	EC50	75	75	nM	",None"												
546793	Q8TDV5	XULWXNFWQZEDSL-UHFFFAOYSA-N	EC50	192	192	nM	",None"												
546807	Q8TDV5	XVEQAHGIYNWLOC-UHFFFAOYSA-N	EC50	513	513	nM	",None"												
546847	Q8TDV5	XYDXHABFQBDEAU-UHFFFAOYSA-N	EC50	902	902	nM	",None"												
546913	Q8TDV5	YBQLQSNCVDNNSK-HNNXBMFYSA-N	EC50	213	213	nM	",None"												
546913	Q8TDV5	YBQLQSNCVDNNSK-HNNXBMFYSA-N	EC50	444	444	nM	None												
546945	Q8TDV5	YDRSZFQYGFZWQO-UHFFFAOYSA-N	EC50	104	104	nM	",None"												
547021	Q8TDV5	YGXNSORNXNCSOR-UHFFFAOYSA-N	EC50	156	156	nM	",None"												
547086	Q8TDV5	YLNYLQWBYFLCOR-UHFFFAOYSA-N	EC50	402	402	nM	",None"												
547235	Q8TDV5	YSPVWOQQWBYEKQ-UHFFFAOYSA-N	EC50	886	886	nM	",None"												
547256	Q8TDV5	YTUHUYVCPVMBIL-CMDGGOBGSA-N	EC50	384	384	nM	",None"												
547264	Q8TDV5	YUGIYCTYRLJVRU-UHFFFAOYSA-N	EC50	169	169	nM	",None"												
547298	Q8TDV5	YWOLZFJJBZDVFB-UHFFFAOYSA-N	EC50	3446	3446	nM	",None"												
547362	Q8TDV5	YZYKPCGSVJQAAW-BBRMVZONSA-N	EC50	39	39	nM	None												
547362	Q8TDV5	YZYKPCGSVJQAAW-BBRMVZONSA-N	EC50	56	56	nM	",None"												
547363	Q8TDV5	YZYKPCGSVJQAAW-XJKSGUPXSA-N	EC50	6721	6721	nM	",None"												
547381	Q8TDV5	ZAUCTQWJCVGYJO-UHFFFAOYSA-N	EC50	1412	1412	nM	",None"												
547384	Q8TDV5	ZBCOXRMDWKRAOY-UHFFFAOYSA-N	EC50	316	316	nM	",None"												
547453	Q8TDV5	ZESDSESYMUEBEE-UHFFFAOYSA-N	EC50	1002	1002	nM	",None"												
547454	Q8TDV5	ZESFDYAOVCZMFJ-UHFFFAOYSA-N	EC50	243	243	nM	",None"												
547484	Q8TDV5	ZFODABIEADHWSC-CVMIBEPCSA-N	EC50	296	296	nM	",None"												
547515	Q8TDV5	ZHQYXCROKDGPDE-UHFFFAOYSA-N	EC50	423	423	nM	",None"												
547561	Q8TDV5	ZJYUCOKOJKKXOX-JSGCOSHPSA-N	EC50	88	88	nM	None												
547598	Q8TDV5	ZLCPMONEIUVXQG-UHFFFAOYSA-N	EC50	290	290	nM	",None"												
547640	Q8TDV5	ZMQCTETYFQRFAE-UHFFFAOYSA-N	EC50	391	391	nM	",None"												
547755	Q8TDV5	ZSJZXDALPQIWDF-UHFFFAOYSA-N	EC50	118	118	nM	",None"												
547756	Q8TDV5	ZSLVDMANEKVKNK-UHFFFAOYSA-N	EC50	397	397	nM	",None"												
547758	Q8TDV5	ZSMPIBLROXGRLI-UHFFFAOYSA-N	EC50	294	294	nM	",None"												
547826	Q8TDV5	ZWKPIROPUJMEHO-UHFFFAOYSA-N	EC50	85	85	nM	",None"												
547975	Q8TDV5	AJTCMLMKPYAVBB-HUUCEWRRSA-N	EC50	1.5	1.5	nM	27825553												
548146	Q8TDV5	BGFIONADBDERJX-IAGOWNOFSA-N	EC50	0	2000	nM	27825553												
548192	Q8TDV5	BMXINKWPXAYFRZ-CHWSQXEVSA-N	EC50	1.4	1.4	nM	27825553												
548301	Q8TDV5	BYEKVOTULXCWBB-WDEREUQCSA-N	EC50	5100	5100	nM	None												
548347	Q8TDV5	CEXADJZNENFZTK-LBPRGKRZSA-N	EC50	133	133	nM	None												
548355	Q8TDV5	CGYXJUVLLRILLG-ZIAGYGMSSA-N	EC50	44	44	nM	27825553												
548355	Q8TDV5	CGYXJUVLLRILLG-ZIAGYGMSSA-N	EC50	44.2	44.2	nM	27825553												
548370	Q8TDV5	CIELFWMLAZJNMV-CHWSQXEVSA-N	EC50	0	2000	nM	27825553												
548477	Q8TDV5	CUVZAJHHFOUFRH-ZIAGYGMSSA-N	EC50	1.5	1.5	nM	27825553												
548906	Q8TDV5	FSYZIGUKYWOTFF-LBPRGKRZSA-N	EC50	79	79	nM	None												
549184	Q8TDV5	GVXCITAAWXEXBX-ZIAGYGMSSA-N	EC50	0	2000	nM	27825553												
549246	Q8TDV5	HDQIHYICYMWHOW-IAGOWNOFSA-N	EC50	0	2000	nM	27825553												
549490	Q8TDV5	HYNZPMQJZRQWNV-ZDUSSCGKSA-N	EC50	41	41	nM	None												
549539	Q8TDV5	IEEALEILWWFWFN-HZPDHXFCSA-N	EC50	205	205	nM	27825553												
550020	Q8TDV5	KHDPLXJUOAAQAR-HZPDHXFCSA-N	EC50	1.3	1.3	nM	27825553												
550370	Q8TDV5	LWYVXFZXCGEDMS-VXGBXAGGSA-N	EC50	1.6	1.6	nM	27825553												
550417	Q8TDV5	MCYJJFUPXFKYIJ-HZPDHXFCSA-N	EC50	0	2000	nM	27825553												
550574	Q8TDV5	MXNQTDFHRASIGP-LJQANCHMSA-N	EC50	1900	1900	nM	27560285												
550738	Q8TDV5	NRUSALWCTDFJBE-GWCFXTLKSA-N	EC50	299	299	nM	None												
550899	Q8TDV5	OLUGZKGEPJBNFE-ZIAGYGMSSA-N	EC50	0.6	0.6	nM	27825553												
551592	Q8TDV5	RJRXLKYFRDNIJE-HUUCEWRRSA-N	EC50	6.2	6.2	nM	27825553												
551612	Q8TDV5	RLIXOECIKGKKEW-MTSQGGNFSA-N	EC50	319	319	nM	None												
552683	Q8TDV5	XCVJFKBEJKZIRB-HUUCEWRRSA-N	EC50	0	2000	nM	27825553												
552685	Q8TDV5	XDTMMCLHSDRYAL-HUUCEWRRSA-N	EC50	0	2000	nM	27825553												
552763	Q8TDV5	XNLBVFDZJKXQBS-GGYWPGCISA-N	EC50	104	104	nM	None												
553096	Q8TDV5	ZEIXGKJMSIIOJE-HZPDHXFCSA-N	EC50	3.5	3.5	nM	27825553												
553104	Q8TDV5	ZFYJKRWMDHXXHJ-HSZRJFAPSA-N	EC50	950	950	nM	27560285												
553323	Q8TDV5	ASWBNKHCZGQVJV-QHCPKHFHSA-N	EC50	1584.89	1584.89	nM	15607732												
553496	Q8TDV5	CWRILEGKIAOYKP-SSDOTTSWSA-M	EC50	6309.57	6309.57	nM	15607732												
553735	Q8TDV5	GIKAEVLPYSTAGY-UHFFFAOYSA-N	EC50	19	19	nM	21273063												
553930	Q8TDV5	ICDMLAQPOAVWNH-JRUKXMRZSA-N	EC50	630.957	630.957	nM	19901198												
553931	Q8TDV5	ICDMLAQPOAVWNH-YHZGQTRVSA-N	EC50	501.187	501.187	nM	19901198												
553953	Q8TDV5	IHNKQIMGVNPMTC-RUZDIDTESA-N	EC50	3162.28	3162.28	nM	15607732												
554373	Q8TDV5	NFFANIJTECFGGM-UHFFFAOYSA-N	EC50	1000	1000	nM	20816753												
554454	Q8TDV5	OAVLEYPTWABFLF-UHFFFAOYSA-N	EC50	7943.28	7943.28	nM	16517404												
554495	Q8TDV5	OPZKBPQVWDSATI-KHPPLWFESA-N	EC50	7943.28	7943.28	nM	19901198												
554687	Q8TDV5	QQBPLXNESPTPNU-KTKRTIGZSA-N	EC50	3162.28	3162.28	nM	19901198												
554796	Q8TDV5	RZRNAYUHWVFMIP-KTKRTIGZSA-N	EC50	2511.89	2511.89	nM	21778222												
554911	Q8TDV5	TXALYVIWRLTFFP-UHFFFAOYSA-N	EC50	1.7	1.7	nM	21939274												
554974	Q8TDV5	UNGZTVLHLKAKQE-HNNXBMFYSA-N	EC50	8	8	nM	22545772												
554979	Q8TDV5	UPWGQKDVAURUGE-KTKRTIGZSA-N	EC50	2511.89	2511.89	nM	21778222												
555008	Q8TDV5	UVINGSLSDLUGKX-UHFFFAOYSA-N	EC50	786	786	nM	21939274												
555298	Q8TDV5	YAMUFBLWGFFICM-PTGWMXDISA-N	EC50	1584.89	1584.89	nM	15607732												
557402	Q8TDV5	AFHFFFFBCSAHRO-MOPGFXCFSA-N	EC50	2	2	nM													
557403	Q8TDV5	AFHFFFFBCSAHRO-RTBURBONSA-N	EC50	634	634	nM													
557707	Q8TDV5	AVNUMLOZGYUZOY-OAHLLOKOSA-N	EC50	51	51	nM													
558022	Q8TDV5	BHWCYYVRWYIONW-BDPMCISCSA-N	EC50	191	191	nM													
558364	Q8TDV5	BYEKVOTULXCWBB-MNOVXSKESA-N	EC50	5100	5100	nM													
558503	Q8TDV5	CEXADJZNENFZTK-GFCCVEGCSA-N	EC50	133	133	nM													
558584	Q8TDV5	CIKXVUUQVXSNHP-GFCCVEGCSA-N	EC50	66	66	nM													
558737	Q8TDV5	CPCWVBDHQQIUBT-KDOFPFPSSA-N	EC50	3841	3841	nM													
558738	Q8TDV5	CPCWVBDHQQIUBT-RDTXWAMCSA-N	EC50	88	88	nM													
558738	Q8TDV5	CPCWVBDHQQIUBT-RDTXWAMCSA-N	EC50	108	108	nM													
558856	Q8TDV5	CUTLGQBQNFPIHY-DNVCBOLYSA-N	EC50	24	24	nM													
559348	Q8TDV5	DQAKQGDSBQXQLH-LJQANCHMSA-N	EC50	22	22	nM													
559938	Q8TDV5	FRUIDBNUFPRLQQ-DGCLKSJQSA-N	EC50	134	134	nM													
559957	Q8TDV5	FSYZIGUKYWOTFF-GFCCVEGCSA-N	EC50	79	79	nM													
559968	Q8TDV5	FTQSASXLAVPZRW-TZMCWYRMSA-N	EC50	53	53	nM													
560626	Q8TDV5	GXKAVAZMBVENOX-UZLBHIALSA-N	EC50	855	855	nM													
560700	Q8TDV5	HALHKOWIHFOWJQ-LLVKDONJSA-N	EC50	596	596	nM													
561145	Q8TDV5	HTCXRVMFMCUFKZ-CYBMUJFWSA-N	EC50	27	27	nM													
561248	Q8TDV5	HYNZPMQJZRQWNV-CYBMUJFWSA-N	EC50	41	41	nM													
561269	Q8TDV5	HZQNMEWBBNIGTB-DGCLKSJQSA-N	EC50	83	83	nM													
561889	Q8TDV5	JCRVHBIVWAYBKY-BDPMCISCSA-N	EC50	52	52	nM													
563719	Q8TDV5	MFYZTNJEQQFRAF-MUMRKEEXSA-N	EC50	73	73	nM													
564309	Q8TDV5	NHFDBDGQWBFYDE-CQSZACIVSA-N	EC50	30	30	nM													
564393	Q8TDV5	NKOSLIBMQBNFTM-MLGOLLRUSA-N	EC50	142	142	nM													
564507	Q8TDV5	NRUSALWCTDFJBE-ZWNOBZJWSA-N	EC50	299	299	nM													
564554	Q8TDV5	NTTDAHBIGZYCNS-MLGOLLRUSA-N	EC50	116	116	nM													
564708	Q8TDV5	OAFGQUBRBHVDOG-BXUZGUMPSA-N	EC50	173	173	nM													
564780	Q8TDV5	ODOXUJACXXJMEW-TZMCWYRMSA-N	EC50	110	110	nM													
565578	Q8TDV5	PRARBWHVMNLUNN-IUODEOHRSA-N	EC50	79	79	nM													
566446	Q8TDV5	RDRKKVPBQYFGSU-CQSZACIVSA-N	EC50	41	41	nM													
566609	Q8TDV5	RLIXOECIKGKKEW-UCAJRPBESA-N	EC50	319	319	nM													
567064	Q8TDV5	SESDLRSMCXMCKI-FRRDWIJNSA-N	EC50	4158	4158	nM													
567065	Q8TDV5	SESDLRSMCXMCKI-UPJWGTAASA-N	EC50	1627	1627	nM													
