GLASS#	UniProt	Ligand standard InChI Key	Param	Min	Max	Unit	Reference (PMID or other citations)												
508262	Q8TDV5	VYUZUCFTYUNDMX-FUHWJXTLSA-N	EC50	2.4	2.4	nM	26288697												
510119	Q8TDV5	WTZUDEIFULEFJN-LOSJGSFVSA-N	EC50	3.2	3.2	nM	26288697												
511519	Q8TDV5	XJWSKHPCAXUEOL-UHFFFAOYSA-N	EC50	0	10000	nM	26433449												
511519	Q8TDV5	XJWSKHPCAXUEOL-UHFFFAOYSA-N	EC50	65	65	nM	26433449												
512688	Q8TDV5	XXWFFIJGKMRFPX-VQTJNVASSA-N	EC50	1.1	1.1	nM	26288697												
514742	Q8TDV5	YVVXUESAUMDUNI-UHFFFAOYSA-N	EC50	51	51	nM	26433449												
514742	Q8TDV5	YVVXUESAUMDUNI-UHFFFAOYSA-N	EC50	1210	1210	nM	26433449												
515005	Q8TDV5	YZCIZVFQKAHBPW-FXAWDEMLSA-N	EC50	4.5	4.5	nM	26288697												
515733	Q8TDV5	ZHODOKDBUPKJHF-UHFFFAOYSA-N	EC50	7	7	nM	26433449												
515733	Q8TDV5	ZHODOKDBUPKJHF-UHFFFAOYSA-N	EC50	20	20	nM	26433449												
521523	Q8TDV5	ADPGUJRLSZAKJG-UHFFFAOYSA-N	EC50	13	13	nM	None												
522449	Q8TDV5	BPSYRTWSVUOMPE-OAQYLSRUSA-N	EC50	54	54	nM	26512410												
522652	Q8TDV5	CBEKGCPNMKVELD-UHFFFAOYSA-N	EC50	19	19	nM	None												
523106	Q8TDV5	CYZKSRYMGPWAQR-UHFFFAOYSA-N	EC50	23	23	nM	27390068												
523120	Q8TDV5	CZPCSTRPNNNCOR-UHFFFAOYSA-N	EC50	9	9	nM	None												
523617	Q8TDV5	DWWLWAOXKSFXMF-UHFFFAOYSA-N	EC50	31	31	nM	27390068												
523771	Q8TDV5	FDYIABOYSPSXAU-ZDUSSCGKSA-N	EC50	400	400	nM	26512410												
524038	Q8TDV5	FTKFYJYORZJTBV-UHFFFAOYSA-N	EC50	310	310	nM	None												
524056	Q8TDV5	FUDOTZSXBVXREK-UHFFFAOYSA-N	EC50	46	46	nM	27390068												
525040	Q8TDV5	HQDHGXPLARSDSG-UHFFFAOYSA-N	EC50	200	200	nM	26512410												
525208	Q8TDV5	HYKXKTJKJVPBLP-UHFFFAOYSA-N	EC50	64	64	nM	None												
525232	Q8TDV5	IABSCPVCNQFVQJ-UHFFFAOYSA-N	EC50	18	18	nM	None												
525266	Q8TDV5	IBVQMMCRZRRCAZ-UHFFFAOYSA-N	EC50	108	108	nM	None												
525332	Q8TDV5	IGCNETPUQDKPDH-UHFFFAOYSA-N	EC50	281	281	nM	None												
525374	Q8TDV5	IHNVRMAMWYNXJX-UHFFFAOYSA-N	EC50	10	10	nM	27390068												
525527	Q8TDV5	IPPTYVZUMKNORC-UHFFFAOYSA-N	EC50	567	567	nM	None												
525625	Q8TDV5	ITVGYKCGBLZFME-UHFFFAOYSA-N	EC50	14	14	nM	26512410												
525641	Q8TDV5	IUZQVTROBXSIBU-UHFFFAOYSA-N	EC50	92	92	nM	27390068												
525838	Q8TDV5	JGVNAKKLHCGAMA-UHFFFAOYSA-N	EC50	9	9	nM	None												
526034	Q8TDV5	JRWQQVIJNHRANF-UHFFFAOYSA-N	EC50	4	4	nM	27390068												
526091	Q8TDV5	JUXNAHLDPNSOMT-UHFFFAOYSA-N	EC50	62	62	nM	None												
526278	Q8TDV5	KFFGTIVWYFOZEZ-UHFFFAOYSA-N	EC50	220	220	nM	27390068												
526922	Q8TDV5	LKBDMUGXNCTALI-UHFFFAOYSA-N	EC50	263	263	nM	None												
527467	Q8TDV5	MJXOJGOUPXWJLB-UHFFFAOYSA-N	EC50	233	233	nM	None												
527651	Q8TDV5	MUEMTLSRDHTLIU-UHFFFAOYSA-N	EC50	105	105	nM	None												
527779	Q8TDV5	NAMAXIGOTFPJHE-UHFFFAOYSA-N	EC50	86	86	nM	None												
528047	Q8TDV5	NNDGZPGSUHTBHN-UHFFFAOYSA-N	EC50	28	28	nM	None												
528386	Q8TDV5	OEBMNRVIDFJNFT-UHFFFAOYSA-N	EC50	121	121	nM	None												
528620	Q8TDV5	OPONJXMKLSMFOP-UHFFFAOYSA-N	EC50	10	10	nM	None												
528661	Q8TDV5	OSJMPXDDQPBRNM-UHFFFAOYSA-N	EC50	177	177	nM	27390068												
528878	Q8TDV5	PCQXZDZJMWCAKJ-UHFFFAOYSA-N	EC50	197	197	nM	27390068												
529011	Q8TDV5	PJFKOYKGTDRSHX-UHFFFAOYSA-N	EC50	33	33	nM	26512410												
529017	Q8TDV5	PJOSUSMXOUOJNU-UHFFFAOYSA-N	EC50	20	20	nM	27390068												
529058	Q8TDV5	PLINLVDNVSXGNS-UHFFFAOYSA-N	EC50	79	79	nM	None												
529076	Q8TDV5	PMFQXHKGPOTEPF-UHFFFAOYSA-N	EC50	97	97	nM	27390068												
530293	Q8TDV5	SEIMWXFOAXTVGB-UHFFFAOYSA-N	EC50	27	27	nM	27390068												
530570	Q8TDV5	SRDPZBANSLYYEB-UHFFFAOYSA-N	EC50	30	30	nM	27390068												
530909	Q8TDV5	UEZBTFQGYCNVEB-UHFFFAOYSA-N	EC50	58	58	nM	None												
530937	Q8TDV5	UFXSEAVVMTXRLL-UHFFFAOYSA-N	EC50	10	10	nM	27390068												
530944	Q8TDV5	UGNWKIREOVBGOL-UHFFFAOYSA-N	EC50	13	13	nM	27390068												
531116	Q8TDV5	UPPSRUSVDADRLX-UHFFFAOYSA-N	EC50	41	41	nM	None												
531366	Q8TDV5	UZPVZCMFUIHSLF-UHFFFAOYSA-N	EC50	12	12	nM	None												
531525	Q8TDV5	VGZRQTLMHGAICV-UHFFFAOYSA-N	EC50	52	52	nM	27390068												
531644	Q8TDV5	VPEJAKZVNBZQJP-UHFFFAOYSA-N	EC50	82	82	nM	None												
532043	Q8TDV5	WHGLBECOICTDAO-UHFFFAOYSA-N	EC50	45	45	nM	None												
532191	Q8TDV5	WOWSNIZMNRMYES-UHFFFAOYSA-N	EC50	42	42	nM	27390068												
532196	Q8TDV5	WPDWJHNPVLRNCW-UHFFFAOYSA-N	EC50	15	15	nM	27390068												
532330	Q8TDV5	WXPALRVVGOEAKL-UHFFFAOYSA-N	EC50	63	63	nM	27390068												
532443	Q8TDV5	XCGFWKLJULHLIX-UHFFFAOYSA-N	EC50	73	73	nM	None												
532834	Q8TDV5	XTHUECUUQGZADY-UHFFFAOYSA-N	EC50	266	266	nM	27390068												
532899	Q8TDV5	XXDWHMPWRBYCOF-UHFFFAOYSA-N	EC50	51	51	nM	None												
532967	Q8TDV5	YAGXMGHALYWXPX-UHFFFAOYSA-N	EC50	11	11	nM	27390068												
532989	Q8TDV5	YBPBANWTGGCJJH-UHFFFAOYSA-N	EC50	14	14	nM	27390068												
533506	Q8TDV5	ZCOVRALDKRKUNL-UHFFFAOYSA-N	EC50	140	140	nM	None												
533588	Q8TDV5	ZGVCXCXGAJMRNH-UHFFFAOYSA-N	EC50	592	592	nM	None												
535947	Q8TDV5	ACAFIORPGNSDEH-YOEHRIQHSA-N	EC50	1114	1114	nM	",None"												
536005	Q8TDV5	AELKDYKSJZPORV-UHFFFAOYSA-N	EC50	398	398	nM	",None"												
536034	Q8TDV5	AFHFFFFBCSAHRO-OALUTQOASA-N	EC50	174	174	nM	",None"												
536034	Q8TDV5	AFHFFFFBCSAHRO-OALUTQOASA-N	EC50	634	634	nM	None												
536035	Q8TDV5	AFHFFFFBCSAHRO-RBUKOAKNSA-N	EC50	2	2	nM	None												
536035	Q8TDV5	AFHFFFFBCSAHRO-RBUKOAKNSA-N	EC50	30	30	nM	",None"												
536066	Q8TDV5	AGSYOHCROJWYKG-UHFFFAOYSA-N	EC50	469	469	nM	",None"												
536069	Q8TDV5	AGWBUDKPWBERJM-UHFFFAOYSA-N	EC50	637	637	nM	",None"												
536105	Q8TDV5	AIVZPMPAOHEFMY-UHFFFAOYSA-N	EC50	1742	1742	nM	",None"												
536119	Q8TDV5	AJKWWNBIGFAQQJ-UHFFFAOYSA-N	EC50	874	874	nM	",None"												
536172	Q8TDV5	AKNRYYNNBAWWSI-UHFFFAOYSA-N	EC50	623	623	nM	",None"												
536186	Q8TDV5	ALKQEYUOSGGBMA-UHFFFAOYSA-N	EC50	223	223	nM	",None"												
536362	Q8TDV5	ATSQNOFADIUFLZ-UHFFFAOYSA-N	EC50	291	291	nM	",None"												
536381	Q8TDV5	AVNUMLOZGYUZOY-HNNXBMFYSA-N	EC50	51	51	nM	None												
536381	Q8TDV5	AVNUMLOZGYUZOY-HNNXBMFYSA-N	EC50	333	333	nM	",None"												
536382	Q8TDV5	AVNUMLOZGYUZOY-UHFFFAOYSA-N	EC50	80	80	nM	",None"												
536383	Q8TDV5	AVOXCXYJRMKHIM-UHFFFAOYSA-N	EC50	415	415	nM	",None"												
536387	Q8TDV5	AWBKPTGTOZQNBX-UHFFFAOYSA-N	EC50	267	267	nM	",None"												
536402	Q8TDV5	AWVYSKDKVYXUBZ-UHFFFAOYSA-N	EC50	816	816	nM	",None"												
536482	Q8TDV5	BCHGUZHBMYZIGP-UHFFFAOYSA-N	EC50	152	152	nM	",None"												
536559	Q8TDV5	BFVMQFVNWZBLJB-UHFFFAOYSA-N	EC50	62	62	nM	",None"												
536599	Q8TDV5	BHWCYYVRWYIONW-ZYZRXSCRSA-N	EC50	186	186	nM	",None"												
536599	Q8TDV5	BHWCYYVRWYIONW-ZYZRXSCRSA-N	EC50	191	191	nM	None												
536762	Q8TDV5	BQUMDTVVGPWIIT-UHFFFAOYSA-N	EC50	639	639	nM	",None"												
536850	Q8TDV5	BUIQQWZABITGQQ-UHFFFAOYSA-N	EC50	66	66	nM	",None"												
536881	Q8TDV5	BWKAZVUUZYDEKI-UHFFFAOYSA-N	EC50	132	132	nM	",None"												
536935	Q8TDV5	CAQRAHAPWSKLEA-UHFFFAOYSA-N	EC50	171	171	nM	",None"												
536995	Q8TDV5	CCYBZCDHHMUDBE-UHFFFAOYSA-N	EC50	264	264	nM	",None"												
537050	Q8TDV5	CGVHJANETRZTCV-UHFFFAOYSA-N	EC50	236	236	nM	",None"												
537076	Q8TDV5	CIKXVUUQVXSNHP-LBPRGKRZSA-N	EC50	0	10000	nM	",None"												
537076	Q8TDV5	CIKXVUUQVXSNHP-LBPRGKRZSA-N	EC50	66	66	nM	None												
537077	Q8TDV5	CIKXVUUQVXSNHP-UHFFFAOYSA-N	EC50	181	181	nM	",None"												
537092	Q8TDV5	CJCRMJKSJGBYQF-UHFFFAOYSA-N	EC50	71	71	nM	",None"												
537145	Q8TDV5	CMEWZEWXOAUYMP-UHFFFAOYSA-N	EC50	401	401	nM	",None"												
537175	Q8TDV5	COHYMGKEFDGAST-UHFFFAOYSA-N	EC50	45	45	nM	",None"												
537192	Q8TDV5	CPCWVBDHQQIUBT-KBXCAEBGSA-N	EC50	3841	3841	nM	None												
537193	Q8TDV5	CPCWVBDHQQIUBT-KSSFIOAISA-N	EC50	88	88	nM	None												
537193	Q8TDV5	CPCWVBDHQQIUBT-KSSFIOAISA-N	EC50	108	108	nM	None												
537256	Q8TDV5	CUTLGQBQNFPIHY-KXBFYZLASA-N	EC50	24	24	nM	None												
537256	Q8TDV5	CUTLGQBQNFPIHY-KXBFYZLASA-N	EC50	37	37	nM	",None"												
537300	Q8TDV5	CXOFHZRZCGGIFR-UHFFFAOYSA-N	EC50	890	890	nM	",None"												
537338	Q8TDV5	DACIHRVQCCKETD-UHFFFAOYSA-N	EC50	181	181	nM	",None"												
537431	Q8TDV5	DFTTYRUTVWMLDU-UHFFFAOYSA-N	EC50	486	486	nM	",None"												
537451	Q8TDV5	DHELERBTCGYNFY-UHFFFAOYSA-N	EC50	158	158	nM	",None"												
537506	Q8TDV5	DLWGGBGOAPZRTF-FDDCHVKYSA-N	EC50	832	832	nM	",None"												
537507	Q8TDV5	DLWGGBGOAPZRTF-MBSDFSHPSA-N	EC50	52	52	nM	",None"												
537531	Q8TDV5	DNEXTNAXDJJBFW-UHFFFAOYSA-N	EC50	0	10000	nM	",None"												
537585	Q8TDV5	DPWPMUSGLLXNQL-UHFFFAOYSA-N	EC50	1342	1342	nM	",None"												
537587	Q8TDV5	DQAKQGDSBQXQLH-IBGZPJMESA-N	EC50	22	22	nM	None												
537587	Q8TDV5	DQAKQGDSBQXQLH-IBGZPJMESA-N	EC50	605	605	nM	",None"												
537588	Q8TDV5	DQAKQGDSBQXQLH-UHFFFAOYSA-N	EC50	37	37	nM	",None"												
537634	Q8TDV5	DRXUSQQSZNFHBK-UHFFFAOYSA-N	EC50	114	114	nM	",None"												
537641	Q8TDV5	DSRIYYUMAOYBSJ-UHFFFAOYSA-N	EC50	89	89	nM	",None"												
537647	Q8TDV5	DTBZPISEJAIPRR-UHFFFAOYSA-N	EC50	4176	4176	nM	",None"												
537677	Q8TDV5	DUJULGBTPRRDHT-UHFFFAOYSA-N	EC50	316	316	nM	",None"												
537771	Q8TDV5	DYSNJTNIOVIQJR-UHFFFAOYSA-N	EC50	1346	1346	nM	",None"												
537809	Q8TDV5	FCIUACNOKIULHD-VKDGWMQASA-N	EC50	46	46	nM	",None"												
538022	Q8TDV5	FMLDFEYRHVKRTO-UHFFFAOYSA-N	EC50	834	834	nM	",None"												
538113	Q8TDV5	FROSMLBIOBZTDT-UHFFFAOYSA-N	EC50	1750	1750	nM	",None"												
538120	Q8TDV5	FRUIDBNUFPRLQQ-AAEUAGOBSA-N	EC50	134	134	nM	None												
538139	Q8TDV5	FSYZIGUKYWOTFF-UHFFFAOYSA-N	EC50	120	120	nM	",None"												
538142	Q8TDV5	FTAJWTXSBMZGPW-UHFFFAOYSA-N	EC50	10	10	nM	",None"												
538158	Q8TDV5	FTQSASXLAVPZRW-JSGCOSHPSA-N	EC50	53	53	nM	None												
538186	Q8TDV5	FVEXYOWYLGTZPO-UHFFFAOYSA-N	EC50	97	97	nM	",None"												
538200	Q8TDV5	FVYZNDRMQIUTEJ-UHFFFAOYSA-N	EC50	438	438	nM	",None"												
538248	Q8TDV5	FYQHPORYQYQCQR-UHFFFAOYSA-N	EC50	348	348	nM	",None"												
538269	Q8TDV5	GAEAUULCXHXODM-UHFFFAOYSA-N	EC50	228	228	nM	",None"												
538286	Q8TDV5	GBDKKSWESRLUNT-UHFFFAOYSA-N	EC50	238	238	nM	",None"												
538356	Q8TDV5	GFYHCYRTNZDHLJ-UHFFFAOYSA-N	EC50	57	57	nM	",None"												
538387	Q8TDV5	GHTHNAFENXFTDY-UHFFFAOYSA-N	EC50	500	500	nM	",None"												
538443	Q8TDV5	GMGQIRCONIKDCR-UHFFFAOYSA-N	EC50	832	832	nM	",None"												
538562	Q8TDV5	GTISWISYKPMVTA-UHFFFAOYSA-N	EC50	59	59	nM	",None"												
538624	Q8TDV5	GXKAVAZMBVENOX-OXJNMPFZSA-N	EC50	7	7	nM	",None"												
538624	Q8TDV5	GXKAVAZMBVENOX-OXJNMPFZSA-N	EC50	855	855	nM	None												
538625	Q8TDV5	GXKAVAZMBVENOX-UHFFFAOYSA-N	EC50	15	15	nM	",None"												
538641	Q8TDV5	GYNWJIUVGYDGQS-UHFFFAOYSA-N	EC50	2288	2288	nM	",None"												
538661	Q8TDV5	HALHKOWIHFOWJQ-NSHDSACASA-N	EC50	596	596	nM	None												
538661	Q8TDV5	HALHKOWIHFOWJQ-NSHDSACASA-N	EC50	787	787	nM	",None"												
538814	Q8TDV5	HHSXTUPPPQLOGJ-UHFFFAOYSA-N	EC50	462	462	nM	",None"												
538963	Q8TDV5	HOLHYUNLPHCKJJ-UHFFFAOYSA-N	EC50	345	345	nM	",None"												
538998	Q8TDV5	HQJIKAIHRRUGMP-UHFFFAOYSA-N	EC50	193	193	nM	",None"												
539002	Q8TDV5	HQPIOSYVSREPEV-NWDGAFQWSA-N	EC50	2370	2370	nM	",None"												
539003	Q8TDV5	HQPIOSYVSREPEV-RYUDHWBXSA-N	EC50	166	166	nM	",None"												
539008	Q8TDV5	HQXSCCSPBBYDLQ-UHFFFAOYSA-N	EC50	76	76	nM	",None"												
539021	Q8TDV5	HRMVERFNVVVZGO-UHFFFAOYSA-N	EC50	67	67	nM	",None"												
539044	Q8TDV5	HSMZBXIPMSMUQS-UHFFFAOYSA-N	EC50	651	651	nM	",None"												
539049	Q8TDV5	HSTXXOTZDYTEQN-UHFFFAOYSA-N	EC50	48	48	nM	",None"												
539060	Q8TDV5	HTCXRVMFMCUFKZ-UHFFFAOYSA-N	EC50	50	50	nM	",None"												
539061	Q8TDV5	HTCXRVMFMCUFKZ-ZDUSSCGKSA-N	EC50	27	27	nM	None												
539061	Q8TDV5	HTCXRVMFMCUFKZ-ZDUSSCGKSA-N	EC50	578	578	nM	",None"												
539134	Q8TDV5	HWLVJEZDZNYWBB-UHFFFAOYSA-N	EC50	177	177	nM	",None"												
539135	Q8TDV5	HWMMKOFLDCQWJY-UHFFFAOYSA-N	EC50	1963	1963	nM	",None"												
539183	Q8TDV5	HYNZPMQJZRQWNV-UHFFFAOYSA-N	EC50	42	42	nM	",None"												
539209	Q8TDV5	HZPCPJCKBVVBPN-UHFFFAOYSA-N	EC50	4544	4544	nM	",None"												
539212	Q8TDV5	HZQNMEWBBNIGTB-AAEUAGOBSA-N	EC50	83	83	nM	None												
539269	Q8TDV5	ICIVYQALOKPLHR-MTSQGGNFSA-N	EC50	231	231	nM	",None"												
539285	Q8TDV5	IDNRBRQVDNZVDJ-UHFFFAOYSA-N	EC50	226	226	nM	",None"												
539305	Q8TDV5	IERHSRUJQBJIGS-UHFFFAOYSA-N	EC50	316	316	nM	",None"												
539377	Q8TDV5	IJEPHXADIKDHSB-UHFFFAOYSA-N	EC50	223	223	nM	",None"												
539462	Q8TDV5	INFUXYKWCAXBGS-UHFFFAOYSA-N	EC50	1081	1081	nM	",None"												
539616	Q8TDV5	IUYMWMDCDFLZMY-UHFFFAOYSA-N	EC50	82	82	nM	",None"												
539622	Q8TDV5	IVGAHYCVLKVANO-UHFFFAOYSA-N	EC50	639	639	nM	",None"												
539673	Q8TDV5	IXOXOMDLUMLDOW-UHFFFAOYSA-N	EC50	650	650	nM	",None"												
539678	Q8TDV5	IYBOKTLMNFXTSZ-UHFFFAOYSA-N	EC50	60	60	nM	",None"												
539708	Q8TDV5	JAAVXQMZVKJXIV-UHFFFAOYSA-N	EC50	9119	9119	nM	",None"												
539734	Q8TDV5	JBEQJHRQEDMFEG-UHFFFAOYSA-N	EC50	245	245	nM	",None"												
539765	Q8TDV5	JBZGMTVNPMBKHO-UHFFFAOYSA-N	EC50	74	74	nM	",None"												
539775	Q8TDV5	JCRVHBIVWAYBKY-ZYZRXSCRSA-N	EC50	47	47	nM	",None"												
539775	Q8TDV5	JCRVHBIVWAYBKY-ZYZRXSCRSA-N	EC50	52	52	nM	None												
539806	Q8TDV5	JEFUAYSJGSIHEI-UHFFFAOYSA-N	EC50	124	124	nM	",None"												
539807	Q8TDV5	JEGSAAQKGMWLGJ-UHFFFAOYSA-N	EC50	86	86	nM	",None"												
539813	Q8TDV5	JEQMAWHXHNSQRG-UHFFFAOYSA-N	EC50	1588	1588	nM	",None"												
539819	Q8TDV5	JEYUAUFCHBKBGD-UHFFFAOYSA-N	EC50	248	248	nM	",None"												
539820	Q8TDV5	JEZACBLNLWZCAP-UHFFFAOYSA-N	EC50	157	157	nM	",None"												
539826	Q8TDV5	JFEPSLUISUHLTI-UHFFFAOYSA-N	EC50	159	159	nM	",None"												
539840	Q8TDV5	JGCPDCWKUGXVAG-UHFFFAOYSA-N	EC50	469	469	nM	",None"												
539853	Q8TDV5	JHAAWJSAWHKMHF-UHFFFAOYSA-N	EC50	194	194	nM	",None"												
539917	Q8TDV5	JLBXJABMWBHJLU-UHFFFAOYSA-N	EC50	219	219	nM	",None"												
539949	Q8TDV5	JMQADAQXGBHCPZ-UHFFFAOYSA-N	EC50	78	78	nM	",None"												
540003	Q8TDV5	JPXHMLGSNZNILO-UHFFFAOYSA-N	EC50	379	379	nM	",None"												
540014	Q8TDV5	JQHFKBYBKGTEJH-UHFFFAOYSA-N	EC50	1146	1146	nM	",None"												
540049	Q8TDV5	JRPQVTLHGNRQSE-UHFFFAOYSA-N	EC50	1187	1187	nM	",None"												
540103	Q8TDV5	JUWQNZVWZJBEBS-UHFFFAOYSA-N	EC50	39	39	nM	",None"												
540119	Q8TDV5	JVPBJMYUBNLWGP-UHFFFAOYSA-N	EC50	516	516	nM	",None"												
540125	Q8TDV5	JVZWVZRSXRUIPN-UHFFFAOYSA-N	EC50	434	434	nM	",None"												
540138	Q8TDV5	JWSNHFHRGRQMPP-SWLSCSKDSA-N	EC50	2590	2590	nM	",None"												
540139	Q8TDV5	JWSNHFHRGRQMPP-WFASDCNBSA-N	EC50	306	306	nM	",None"												
540162	Q8TDV5	JYENEDPSXSSQTG-UHFFFAOYSA-N	EC50	848	848	nM	",None"												
540182	Q8TDV5	JZEACRPAEFOIBH-UHFFFAOYSA-N	EC50	45	45	nM	",None"												
540198	Q8TDV5	JZXDBJOGWXRHKE-UHFFFAOYSA-N	EC50	158	158	nM	",None"												
540207	Q8TDV5	KAOPLAIKJMWDKV-UHFFFAOYSA-N	EC50	84	84	nM	",None"												
540230	Q8TDV5	KBXGTSSSPDIPDN-DFNIBXOVSA-N	EC50	54	54	nM	",None"												
540231	Q8TDV5	KBXGTSSSPDIPDN-UHFFFAOYSA-N	EC50	84	84	nM	",None"												
540262	Q8TDV5	KDYOBYUNPRQYBO-UHFFFAOYSA-N	EC50	0	10000	nM	",None"												
540298	Q8TDV5	KGAPPUODMOIFCZ-UHFFFAOYSA-N	EC50	131	131	nM	",None"												
540324	Q8TDV5	KHRMHARHYBATQL-UHFFFAOYSA-N	EC50	113	113	nM	",None"												
540361	Q8TDV5	KJEMQGQAURYRID-UHFFFAOYSA-N	EC50	142	142	nM	",None"												
540440	Q8TDV5	KNLOYUUHCARONP-UHFFFAOYSA-N	EC50	869	869	nM	",None"												
540490	Q8TDV5	KPWPQOKMTNAMAB-UHFFFAOYSA-N	EC50	347	347	nM	",None"												
540578	Q8TDV5	KVJOVVRCCSAURJ-UHFFFAOYSA-N	EC50	2414	2414	nM	",None"												
540629	Q8TDV5	KYVPWXNXZJHCDN-CVDCTZTESA-N	EC50	218	218	nM	",None"												
540639	Q8TDV5	KZWORJVMTQPOSU-UHFFFAOYSA-N	EC50	892	892	nM	",None"												
540665	Q8TDV5	LBCGEGVDBGTIDE-UHFFFAOYSA-N	EC50	298	298	nM	",None"												
540765	Q8TDV5	LGFNQYBLQXMDLY-UHFFFAOYSA-N	EC50	106	106	nM	",None"												
540766	Q8TDV5	LGJDEGREHXJYDN-UHFFFAOYSA-N	EC50	1263	1263	nM	",None"												
540913	Q8TDV5	LJLBOWOFAQQZQZ-UHFFFAOYSA-N	EC50	148	148	nM	",None"												
540974	Q8TDV5	LLTHCLQVXOASPT-UHFFFAOYSA-N	EC50	197	197	nM	",None"												
540975	Q8TDV5	LLWDDSSBHMYQQB-UHFFFAOYSA-N	EC50	153	153	nM	",None"												
540984	Q8TDV5	LMLOHGBSOSAVSG-UHFFFAOYSA-N	EC50	51	51	nM	",None"												
541045	Q8TDV5	LPKZOHZIRQTSLV-XJKSGUPXSA-N	EC50	896	896	nM	",None"												
541047	Q8TDV5	LPVRPHLCDIZAAM-UHFFFAOYSA-N	EC50	424	424	nM	",None"												
541067	Q8TDV5	LRGMCGOMHLWOMU-UHFFFAOYSA-N	EC50	735	735	nM	",None"												
541082	Q8TDV5	LRTYAOPHSWVJNL-UHFFFAOYSA-N	EC50	127	127	nM	",None"												
541110	Q8TDV5	LTGUVGIXOTXXIZ-UHFFFAOYSA-N	EC50	139	139	nM	",None"												
541111	Q8TDV5	LTHCKKAQKKPUJK-UHFFFAOYSA-N	EC50	112	112	nM	",None"												
541119	Q8TDV5	LUGSYKNMJYHUFE-UHFFFAOYSA-N	EC50	224	224	nM	",None"												
541153	Q8TDV5	LWRSLMALNXUIBC-UHFFFAOYSA-N	EC50	7333	7333	nM	",None"												
541185	Q8TDV5	LYMUNCUKUUZJOJ-UHFFFAOYSA-N	EC50	1559	1559	nM	",None"												
541192	Q8TDV5	LZBGYPDOPIZORL-UHFFFAOYSA-N	EC50	78	78	nM	",None"												
541231	Q8TDV5	MASHTBFHVNDAPE-UHFFFAOYSA-N	EC50	1130	1130	nM	",None"												
541258	Q8TDV5	MCJVHKXPOOEQCI-UHFFFAOYSA-N	EC50	840	840	nM	",None"												
541269	Q8TDV5	MDQRSWVIODKGTJ-UHFFFAOYSA-N	EC50	1702	1702	nM	",None"												
541291	Q8TDV5	MEWNVQOCFRNJFO-UHFFFAOYSA-N	EC50	0	10000	nM	",None"												
541292	Q8TDV5	MFCLDIOFEMLYNR-UHFFFAOYSA-N	EC50	3011	3011	nM	",None"												
541310	Q8TDV5	MFYZTNJEQQFRAF-GGYWPGCISA-N	EC50	73	73	nM	None												
541310	Q8TDV5	MFYZTNJEQQFRAF-GGYWPGCISA-N	EC50	1097	1097	nM	",None"												
541383	Q8TDV5	MJNYXRVFPHBXKO-UHFFFAOYSA-N	EC50	70	70	nM	",None"												
541384	Q8TDV5	MJRALMFBYNOTSV-UHFFFAOYSA-N	EC50	1523	1523	nM	",None"												
541443	Q8TDV5	MMHICLHFSLUPLH-UHFFFAOYSA-N	EC50	80	80	nM	",None"												
541465	Q8TDV5	MNCAGDXONGKMEO-UHFFFAOYSA-N	EC50	2222	2222	nM	",None"												
541480	Q8TDV5	MNQLATJTVPNVQW-UHFFFAOYSA-N	EC50	552	552	nM	",None"												
541545	Q8TDV5	MQQZARZGZLMBDV-UHFFFAOYSA-N	EC50	79	79	nM	",None"												
541626	Q8TDV5	MUQFYDGAOIVMMO-UHFFFAOYSA-N	EC50	58	58	nM	",None"												
541648	Q8TDV5	MWLZTWIDULSFTC-UHFFFAOYSA-N	EC50	241	241	nM	",None"												
541656	Q8TDV5	MWTLVYCVAPJQLC-UHFFFAOYSA-N	EC50	461	461	nM	",None"												
541668	Q8TDV5	MXINSXGIANDGEM-UHFFFAOYSA-N	EC50	278	278	nM	",None"												
541678	Q8TDV5	MXYRHWLDNGEVGA-UHFFFAOYSA-N	EC50	55	55	nM	",None"												
541729	Q8TDV5	MZSBGHOVXTVOCZ-UHFFFAOYSA-N	EC50	345	345	nM	",None"												
541774	Q8TDV5	NCOXINYMZJQZKL-UHFFFAOYSA-N	EC50	549	549	nM	",None"												
541787	Q8TDV5	NDUYIGWJKCPCSQ-UHFFFAOYSA-N	EC50	128	128	nM	",None"												
541793	Q8TDV5	NEPZHXJQVPLTAT-UHFFFAOYSA-N	EC50	334	334	nM	",None"												
541831	Q8TDV5	NGQRPAYTIWQCKR-UHFFFAOYSA-N	EC50	127	127	nM	",None"												
541843	Q8TDV5	NHFDBDGQWBFYDE-AWEZNQCLSA-N	EC50	30	30	nM	None												
541843	Q8TDV5	NHFDBDGQWBFYDE-AWEZNQCLSA-N	EC50	6057	6057	nM	",None"												
541844	Q8TDV5	NHFDBDGQWBFYDE-UHFFFAOYSA-N	EC50	59	59	nM	",None"												
541896	Q8TDV5	NKOSLIBMQBNFTM-LRDDRELGSA-N	EC50	142	142	nM	None												
541934	Q8TDV5	NMTOVTCYDIANLF-UHFFFAOYSA-N	EC50	7748	7748	nM	",None"												
541987	Q8TDV5	NPHCJJRXAPDNIG-UHFFFAOYSA-N	EC50	329	329	nM	",None"												
542011	Q8TDV5	NQCWXXDYIINUFR-UHFFFAOYSA-N	EC50	189	189	nM	",None"												
542044	Q8TDV5	NRSBEPZESNYPSV-UHFFFAOYSA-N	EC50	34	34	nM	",None"												
